,correlation_mean,correlation_median,cosine_mean,cosine_median,top_paper_indices
28,0.5762066512695839,0.5693423859580558,0.5756103844115235,0.5678850785368521,"[6153, 6015, 3267, 7978, 5831, 5293, 10703, 2849, 7691, 3297]"
29,0.594857618586888,0.5923235501970077,0.595040551181308,0.5927170897283749,"[10649, 436, 4956, 7181, 1043, 4842, 10807, 10632, 5626, 6441]"
30,0.5504705851297012,0.5496380448946232,0.5496968616630531,0.5493757981808105,"[5220, 8663, 2811, 8263, 7601, 2134, 1986, 10851, 10687, 9144]"
31,0.5480056147839478,0.5454097236591644,0.5491913442420009,0.5466713427045012,"[1863, 3055, 4264, 1363, 3384, 4229, 354, 8258, 5957, 2492]"
32,0.5925724244013255,0.588306105124791,0.5921551865371366,0.5879504948283795,"[5318, 4116, 7716, 3494, 7748, 9424, 6424, 7156, 5697, 6862]"
33,0.6246561685843766,0.5979640042823899,0.6246486962271961,0.5984735049813343,"[7794, 8151, 2277, 8699, 6212, 5417, 5127, 4926, 418, 3504]"
34,0.656483894328756,0.6566767830695563,0.6573495897321796,0.6580436155118488,"[10927, 6225, 1492, 581, 3992, 6387, 5252, 7038, 6416, 4846]"
35,0.7187836052268965,0.7179295522050528,0.7205707548881862,0.7196006705229583,"[5965, 32, 4338, 4991, 7210, 1618, 140, 8951, 2756, 10958]"
36,0.6177499419683428,0.6145073588558165,0.6166455420128167,0.6135478724140695,"[7105, 567, 7443, 10768, 3220, 5642, 6830, 430, 8735, 2276]"
37,0.654555962311995,0.6520821344499315,0.6555806064208288,0.6533175269421545,"[3074, 166, 9399, 8496, 9336, 534, 8590, 9732, 5415, 6790]"
38,0.6517807936862829,0.6454331644120388,0.6518178839731412,0.6451374475584155,"[1854, 547, 9888, 7023, 4947, 6912, 4026, 6289, 4767, 1316]"
39,0.6588661709543275,0.6548275614352808,0.658720370142386,0.6547282104891929,"[325, 3482, 1872, 9969, 9733, 252, 3559, 9739, 4605, 4431]"
40,0.666505814385306,0.66616374947208,0.6658724365355078,0.6649251835193827,"[10956, 3784, 598, 1424, 6049, 2831, 8421, 2429, 2859, 7729]"
41,0.5965769392921683,0.590128625896474,0.5977767740838404,0.5913285812749041,"[7919, 1071, 7178, 5359, 6815, 5211, 3436, 5740, 2817, 9262]"
42,0.49418869797172177,0.4870907668076098,0.49377594846561135,0.48672126782213143,"[9077, 9893, 10335, 1048, 5270, 4798, 28, 9178, 2161, 8064]"
43,0.6206285863928563,0.6053699633762115,0.620445561903646,0.6050831958920103,"[9087, 11062, 2977, 4093, 2752, 5299, 1942, 3901, 5563, 6522]"
44,0.6185387235496375,0.6119057015887481,0.6189258824749617,0.6124619036542496,"[5263, 8778, 3877, 984, 7519, 3255, 4100, 7314, 1540, 4377]"
45,0.5120020946779567,0.5084672327831736,0.5119732457204761,0.5085239072027057,"[4702, 6700, 207, 10474, 8760, 9943, 10556, 3877, 1389, 7008]"
46,0.567181848756252,0.5634325002466707,0.5687130544967532,0.565115379190421,"[217, 7425, 4991, 5860, 8615, 2308, 1286, 921, 6025, 10956]"
47,0.6891591742346033,0.689261102949617,0.6902609179650521,0.6904689126799994,"[10411, 4814, 1727, 10879, 10611, 4153, 5514, 9482, 6057, 6148]"
48,0.669706527578016,0.6677212044613644,0.6693665204069619,0.667124454812767,"[5780, 4906, 4230, 3318, 6620, 4124, 3809, 1621, 6500, 2795]"
49,0.6681340496477153,0.6583216981149309,0.6704091367438568,0.6611280008899547,"[3036, 1843, 7471, 4241, 1155, 2328, 8639, 3040, 539, 6482]"
50,0.5863565299157797,0.5848681193164207,0.5872215145645483,0.5851893472755678,"[10591, 3302, 4305, 7112, 3691, 3511, 10550, 6696, 1636, 10973]"
51,0.6186194085523895,0.6152237536843144,0.618608493180905,0.6152652580540774,"[6946, 4244, 2883, 213, 2900, 5840, 252, 3163, 4605, 9464]"
52,0.6284594743133797,0.622098397928616,0.6282708372700428,0.622163838423639,"[4476, 2509, 4280, 7074, 10982, 10394, 7711, 4804, 1993, 8102]"
53,0.7558332872029251,0.7597129770859017,0.7577853829737601,0.7618615886375961,"[9694, 4581, 10829, 2875, 6096, 370, 4900, 4009, 10478, 942]"
54,0.5290599348150795,0.522944654276734,0.5288561317250352,0.5228128286614289,"[10081, 6417, 381, 124, 10730, 5995, 1114, 5686, 1095, 4382]"
55,0.6142386353252495,0.6055386922958053,0.6139488710835537,0.6054963410313854,"[7914, 3978, 223, 5936, 10764, 5788, 567, 7976, 7836, 6684]"
56,0.5768080261272671,0.5770217680983643,0.5775117810638866,0.5775396881071475,"[3455, 5991, 8219, 3816, 1689, 7395, 10550, 2175, 2000, 1633]"
57,0.6508541775156582,0.6385984068593997,0.6525518797504318,0.6405961513364831,"[3584, 6620, 1621, 2795, 4230, 8306, 2971, 9785, 5416, 2934]"
58,0.7154064337333754,0.7079299604632301,0.7153320138480174,0.7073536810999557,"[9542, 3915, 10406, 3091, 7511, 10101, 2728, 4146, 3353, 2591]"
59,0.6860646752490488,0.6703843411897218,0.6861811528926858,0.6706168979088165,"[2566, 8919, 7994, 2795, 1667, 2708, 3864, 6513, 3643, 6261]"
60,0.6238527130614782,0.619635397794065,0.6247395845503039,0.6203156802311438,"[8867, 10324, 2573, 10867, 9203, 2264, 2603, 4634, 5262, 6140]"
61,0.6317253369288836,0.6260988576457596,0.6329854433825842,0.6277190519910372,"[4916, 5555, 6537, 3184, 8591, 3049, 1234, 10412, 1135, 928]"
62,0.6415844215724026,0.6384753892924862,0.643365244005284,0.6403863650966048,"[888, 2581, 3036, 17, 10219, 2410, 9201, 553, 9097, 9385]"
63,0.57640846500814,0.5735501259246767,0.576049004166374,0.5733298328562113,"[4844, 1185, 4200, 7878, 2531, 5286, 6669, 155, 5518, 9301]"
64,0.47237840687934957,0.46362964009140245,0.4722154736009435,0.4635035568367032,"[3653, 10032, 5427, 10212, 4861, 1234, 7035, 6193, 3222, 6834]"
65,0.6809183832301599,0.6794036023426395,0.680933451671179,0.6793973822701123,"[4340, 3970, 3093, 6292, 7543, 5778, 1080, 48, 125, 202]"
66,0.6232430178380521,0.6238373527222418,0.6235571609849289,0.6239441658491061,"[2384, 8286, 10142, 7658, 9893, 581, 9508, 1720, 3489, 3826]"
67,0.5831530493391069,0.5814874926867655,0.5832755157349708,0.5818204565809988,"[10609, 7111, 6769, 4990, 930, 4653, 6726, 2477, 1294, 7894]"
68,0.619447227912215,0.6239339343096186,0.6193142024275429,0.6240073283946861,"[9782, 10676, 3778, 6588, 9796, 9804, 8923, 5680, 8632, 9994]"
69,0.5918900983478774,0.575254383331588,0.5931177189394874,0.5773540933808124,"[9320, 3897, 2414, 9992, 351, 4020, 9127, 4394, 5396, 3089]"
70,0.5762600275053287,0.5729581557118959,0.5765905535986586,0.5726989615976156,"[10509, 3297, 734, 7603, 9105, 3813, 10150, 6046, 5154, 3598]"
71,0.6089213259334394,0.6010072675638407,0.6086217176285187,0.6007036574519654,"[547, 2187, 3128, 1428, 44, 485, 4325, 6691, 10315, 9843]"
72,0.527595908864491,0.5118379989414688,0.5280530866922145,0.5123702311321128,"[6126, 8146, 6997, 4635, 3928, 884, 2133, 3168, 4800, 7835]"
73,0.6589064358969318,0.6504988040780788,0.6587216734194495,0.6504632821800136,"[5599, 5766, 6494, 6840, 10248, 168, 6448, 10340, 6413, 6704]"
74,0.6269710310314095,0.6148802184307631,0.6261272223347197,0.6142794811217125,"[9763, 2869, 9355, 1980, 3878, 4913, 9337, 10583, 4193, 7484]"
75,0.5901856866461969,0.5874640001191903,0.5904023950046114,0.5873478024749675,"[7503, 1992, 1390, 6497, 3553, 10497, 10098, 7234, 9244, 2662]"
76,0.6407412795196312,0.6327052584884731,0.6406874233279443,0.6326986414017719,"[3598, 1161, 9987, 3160, 3888, 5857, 8930, 8030, 7603, 9879]"
77,0.6873571299922323,0.6857395584698058,0.6874694791432903,0.6859026274258911,"[5916, 3027, 7134, 7399, 1928, 9877, 6255, 3567, 3538, 4229]"
78,0.5793417559536242,0.5678094354975413,0.5794411536196449,0.5679023768163546,"[9536, 10622, 8031, 8297, 4615, 9730, 10949, 2764, 8813, 4667]"
79,0.7197361237760004,0.7089381478930048,0.7218583440835148,0.7125980677942516,"[4009, 9375, 2152, 4043, 444, 4524, 963, 9811, 2957, 10908]"
80,0.6640677203753241,0.6640023128903796,0.6636338687514739,0.6638542653890592,"[4150, 8371, 10578, 1204, 10214, 6165, 7340, 8313, 10147, 2626]"
81,0.5976534142921655,0.5965774872581371,0.5985524828690629,0.5976680449965703,"[3668, 1120, 10819, 7528, 77, 7841, 10860, 5716, 7654, 2858]"
82,0.5767296440066464,0.572750649750405,0.5779970187475169,0.5732432724321397,"[8274, 8723, 5272, 1601, 2033, 8743, 10929, 10378, 558, 2160]"
83,0.5573979468761682,0.5483850215408177,0.556722088744424,0.5478005764450575,"[896, 7291, 7589, 499, 8635, 8496, 7, 2152, 7415, 3992]"
84,0.6761433995390885,0.6752638790807806,0.6758130863714148,0.6752778179663266,"[10337, 202, 7457, 8483, 3155, 3890, 10438, 816, 495, 6649]"
85,0.6467748944592676,0.6460982676197495,0.6474053442275866,0.6464440966456519,"[2738, 8675, 4975, 4588, 9477, 3929, 8168, 1215, 478, 8336]"
86,0.6569518685164227,0.6577829254153377,0.6579283219154908,0.6584271557401786,"[9195, 1546, 1337, 6777, 4818, 7558, 6379, 8956, 9706, 3769]"
87,0.5705720447975862,0.5702008540013385,0.5706015430954312,0.5700157131563168,"[10147, 2999, 7534, 10426, 8177, 10162, 2764, 929, 10343, 6169]"
88,0.5856315522513971,0.5770817575054394,0.5850022399532783,0.5758975631365233,"[10589, 4961, 5222, 8200, 1774, 4907, 1751, 7185, 6922, 7209]"
89,0.7028168639706859,0.6928356570901706,0.7052281365187768,0.695619382054733,"[4009, 8437, 6537, 938, 8958, 444, 4629, 569, 6384, 9611]"
90,0.6614534125225131,0.6565473518417275,0.6606424812915316,0.6563819960781139,"[166, 6017, 53, 9748, 9056, 3716, 5819, 10718, 1869, 3898]"
91,0.6515131210460818,0.6410002992728773,0.652481624585661,0.6420143552752124,"[4814, 539, 987, 4559, 6057, 3368, 6272, 662, 1482, 433]"
92,0.6074839776449424,0.5899252861446606,0.6071676370349589,0.5899056188556688,"[7344, 7329, 10165, 1117, 8545, 8071, 8020, 5035, 7400, 10929]"
93,0.6415257476682165,0.6343864820690381,0.6416320664478704,0.6343298797347364,"[10697, 5813, 5009, 8580, 2757, 5711, 2323, 8600, 10502, 6111]"
94,0.6388120804574839,0.6380661406187479,0.6387155301227969,0.6378606862211649,"[10787, 1404, 9777, 9554, 8895, 9281, 9636, 7003, 859, 10321]"
95,0.6389651978244139,0.6445046295780488,0.6384525250488213,0.6441779052849337,"[625, 285, 4665, 124, 9983, 11000, 2460, 6363, 393, 7008]"
96,0.556306197419779,0.5526291213779846,0.5581118227504664,0.5547638646460011,"[7775, 8212, 23, 10102, 7583, 5, 475, 1633, 10550, 3564]"
97,0.649303558117518,0.6446024999728073,0.6494770993673269,0.6453396358366909,"[2750, 5445, 8282, 393, 2804, 8409, 3768, 8786, 10300, 1820]"
98,0.6615734396287634,0.6602375547266106,0.6616826790803767,0.6603680326453667,"[3446, 6788, 9146, 9869, 1542, 7003, 5897, 6186, 3635, 3798]"
99,0.6666158834316969,0.6534589052992513,0.6665223663287516,0.6530757820764457,"[2154, 478, 7587, 8938, 5247, 6753, 9905, 5923, 2021, 2582]"
100,0.5047119130488513,0.5030836967294081,0.5034310313649986,0.5001161718796339,"[9739, 8097, 7273, 1100, 8642, 252, 8442, 7443, 10727, 9814]"
101,0.7405360808953425,0.7401793379373238,0.7403965786201532,0.7401407784545073,"[9514, 2714, 4215, 3482, 4836, 5007, 2014, 2781, 7935, 4208]"
102,0.6215442076457764,0.6153003291338826,0.6220912212782417,0.6165512162215427,"[4998, 422, 5195, 6233, 5716, 3257, 6345, 8930, 5180, 1812]"
103,0.632761924794526,0.6287706328290482,0.6334985394572957,0.6295727994508262,"[9795, 7457, 698, 1682, 3368, 1482, 1191, 282, 539, 495]"
104,0.6014889581752032,0.5927404643934863,0.601119975493887,0.5915234153718975,"[1372, 1443, 9356, 1529, 1033, 2779, 6952, 6780, 10247, 1631]"
105,0.5973481559973336,0.5930386465951323,0.5969574341945831,0.5925634736249692,"[6338, 9475, 4726, 7922, 7732, 1319, 10252, 6568, 9922, 8790]"
106,0.7193292881620318,0.7159853470358474,0.7195722401781169,0.7166446320360728,"[2542, 10561, 7440, 9756, 8376, 8819, 7962, 10047, 4499, 2838]"
107,0.5538911337987639,0.5473562293300362,0.554465475697729,0.548553371090503,"[3120, 799, 10630, 7350, 1789, 8031, 6909, 6486, 7477, 2378]"
108,0.6157035915070699,0.6084249928706182,0.6153967902574502,0.6079790829466383,"[5294, 2803, 2374, 749, 6615, 1114, 8409, 6999, 2099, 10081]"
109,0.6967187743024303,0.6937599103987195,0.6965821696986912,0.6937818993244651,"[8030, 7504, 2738, 10072, 10731, 1533, 3929, 3779, 7828, 9448]"
110,0.6034169958331022,0.5875652530089568,0.6031773319728637,0.5873452591783854,"[4025, 6892, 5884, 6568, 10345, 4132, 5404, 5605, 3012, 6958]"
111,0.6811897577230523,0.6659637232246469,0.6810715382282355,0.6659785893223944,"[5687, 3394, 5394, 3082, 353, 8760, 1626, 7350, 5063, 2967]"
112,0.653560338279475,0.6519561437952901,0.6539675925143376,0.652387217475753,"[1166, 2591, 5181, 1104, 6800, 4319, 10956, 1234, 4608, 5508]"
113,0.7435850325543495,0.7445617984169777,0.7438290249901451,0.7453085163314014,"[202, 5269, 1482, 232, 8240, 433, 10224, 4180, 8759, 7457]"
114,0.5410485677855783,0.5399586590272941,0.5408213140047855,0.5394589833409331,"[2066, 11011, 8786, 5088, 2804, 6878, 867, 6438, 3729, 3744]"
115,0.6464300342897438,0.648458294843657,0.6464846661078436,0.6482524483537675,"[7294, 9688, 9986, 3286, 8782, 5169, 4307, 82, 9951, 1021]"
116,0.6649459965732922,0.6623936965008775,0.665755065355708,0.6633866229049822,"[9056, 7712, 2410, 8032, 10834, 532, 907, 3647, 2153, 9141]"
117,0.6966974817901245,0.6953931569660928,0.6986791421575338,0.6945645201273618,"[4559, 11044, 537, 62, 158, 6934, 21, 11015, 3885, 7402]"
118,0.4709763366284109,0.4679462535438167,0.4713374473002241,0.4681030670092045,"[3905, 6740, 6108, 8693, 1645, 7982, 9225, 2015, 1158, 7388]"
119,0.590190828734454,0.5845891796410647,0.5905949988091623,0.5849399631796799,"[2915, 5231, 2763, 4569, 1312, 10101, 580, 6783, 3245, 8736]"
120,0.6653670840258828,0.6603818755255949,0.666453233793297,0.6614008624614606,"[675, 7596, 2287, 40, 9692, 176, 62, 8410, 942, 9686]"
121,0.6837393920268754,0.6825929320142176,0.6833657882800196,0.6825114121636555,"[3394, 7350, 4308, 5170, 10803, 2967, 1610, 1223, 5394, 1832]"
122,0.5545795276031823,0.554964969405037,0.5552066660865635,0.5557336931421555,"[696, 3513, 7298, 5303, 3607, 501, 9634, 2559, 1071, 6194]"
123,0.7544733235031391,0.7415268230253289,0.7554217600235645,0.7424508662472928,"[6966, 6142, 10521, 87, 23, 9029, 784, 4971, 579, 7735]"
124,0.532864996055622,0.5258814600691453,0.5324452069354458,0.5248929245239227,"[7987, 7290, 2506, 2112, 5148, 3658, 1467, 9409, 3494, 2050]"
125,0.49564898068747576,0.4767060774541929,0.49416892053508726,0.4743904314016062,"[8990, 6370, 7811, 10282, 5919, 7944, 3753, 8743, 7699, 6131]"
126,0.6135536787997593,0.5997306344801624,0.6118745164586042,0.5967429354929872,"[10146, 9039, 307, 7686, 207, 5459, 11036, 10801, 10250, 3916]"
127,0.6274422441612031,0.6272606451447731,0.6280930635503367,0.6281664673255825,"[10876, 8216, 8601, 9741, 9276, 1204, 9364, 8274, 6631, 4018]"
128,0.5343374165473218,0.528749022349525,0.5348307677581755,0.5283289769913742,"[588, 7064, 7898, 8482, 577, 2411, 625, 2750, 413, 572]"
129,0.646336799225311,0.6403004813334101,0.6469864957123462,0.6413266318834403,"[9901, 10829, 4398, 10153, 2718, 8759, 10877, 9289, 9666, 10559]"
130,0.6998960836206358,0.6875096274694081,0.7000810702570062,0.68746722548603,"[9797, 380, 8605, 5296, 5444, 4344, 8419, 10101, 10595, 4387]"
131,0.6225799609873476,0.6218022115398021,0.6224386338006141,0.6217059520584136,"[5716, 4351, 4788, 1338, 418, 10679, 1579, 10197, 4276, 3752]"
132,0.5768436876246819,0.5672625123179855,0.5746299102498648,0.5652012411904652,"[8570, 3685, 4177, 2339, 8590, 9298, 3960, 823, 7589, 10735]"
133,0.6279174674533257,0.6194346881585746,0.6282109891424966,0.6199705912336266,"[9954, 6261, 10434, 7456, 176, 11037, 7775, 8602, 3348, 5720]"
134,0.6781664320104468,0.6695347063282628,0.6801132765535903,0.6715685767528052,"[6316, 7565, 4494, 3499, 8639, 4338, 4991, 9837, 3669, 8007]"
135,0.6263357840575784,0.6257281939570127,0.6266828671835809,0.6256068566261,"[9817, 349, 440, 539, 9203, 2573, 7548, 5823, 5969, 9014]"
136,0.7265984603343103,0.7177735406405021,0.7264234958238692,0.7175222487289601,"[6568, 4132, 10301, 7656, 8801, 5404, 7905, 3072, 863, 4439]"
137,0.6921717062976231,0.6922786341576576,0.6929425916037653,0.6930517786954054,"[10548, 3600, 1289, 3439, 534, 10224, 5526, 99, 6269, 9683]"
138,0.6457274076573121,0.637900522278563,0.6458487804370514,0.6383846913078928,"[10807, 982, 9188, 3779, 1946, 4745, 7180, 10248, 4013, 1021]"
139,0.5775001668666043,0.573633973242826,0.5788968931159687,0.5758084171532223,"[2871, 4475, 9127, 9320, 10265, 1697, 351, 9062, 2844, 1163]"
140,0.5386728408511693,0.5376903857913208,0.5388427567450196,0.5380157450363059,"[2569, 1229, 5725, 8208, 9301, 4170, 4986, 1092, 10236, 5464]"
141,0.6428658764817777,0.639812217077852,0.643265492480197,0.6402474688268281,"[3682, 437, 7035, 8559, 8004, 27, 9379, 9265, 4229, 6452]"
142,0.6416968443967505,0.6380649874755628,0.6431708789467062,0.6397516668982036,"[1231, 87, 9743, 5666, 6966, 4732, 7155, 8988, 3817, 9175]"
143,0.63487613116366,0.6363340732696958,0.6359547737943865,0.6382784869225994,"[3435, 1440, 1780, 3807, 9618, 7176, 3439, 8461, 2089, 578]"
144,0.5845829432312015,0.5790243294091131,0.585141776522537,0.5794958328239805,"[1851, 8556, 9674, 10551, 1659, 1399, 9284, 5063, 6714, 8997]"
145,0.70812096532287,0.6963707199178677,0.7081114546091798,0.6965281376917952,"[2591, 2298, 1082, 2331, 1813, 6161, 5756, 3174, 6927, 3116]"
146,0.4937490526900854,0.48669924610365334,0.49379218815799736,0.48674689570016805,"[1268, 10010, 7514, 1585, 10691, 501, 7287, 4352, 2458, 1222]"
147,0.6593827604424516,0.6557238872269584,0.6593281184143021,0.6557392505587407,"[7523, 2573, 2768, 7456, 6087, 3347, 3927, 6446, 9203, 10606]"
148,0.6259404753469736,0.6239851073661709,0.6281725606657146,0.6271595944076515,"[4061, 5593, 2756, 444, 10445, 2889, 652, 8777, 507, 3368]"
149,0.6684224712724351,0.6593899410992876,0.6695067805649524,0.6603565582201136,"[9686, 542, 366, 8867, 225, 463, 3927, 6650, 363, 1853]"
150,0.7218917245014165,0.7228997568370076,0.7229365736790848,0.7239444172331135,"[3174, 3121, 7, 9897, 4341, 2231, 4431, 7938, 5953, 1760]"
151,0.6546479831517338,0.6383896872786053,0.6543406763472228,0.6388645964995951,"[4479, 8467, 4958, 7629, 7498, 3895, 4829, 9070, 9661, 9974]"
152,0.7174252168318885,0.7016095823357611,0.7175454548777923,0.7011893058822054,"[7909, 9464, 10562, 8097, 3761, 6835, 325, 2983, 8202, 8099]"
153,0.7327007681037636,0.7137274078046112,0.734901873909395,0.7166070382770494,"[8805, 4608, 4091, 10169, 9978, 6768, 4991, 8537, 5188, 1166]"
154,0.6201079319865628,0.6159405205823164,0.6205708887451691,0.6160945719903805,"[4377, 5451, 811, 1771, 10937, 9276, 8069, 4675, 3617, 9931]"
155,0.6198459138203292,0.6016942787969807,0.6212498279403793,0.6032594479020683,"[2857, 4435, 1221, 1217, 1412, 4771, 580, 8306, 2189, 6560]"
156,0.39202584858419753,0.2794640882574637,0.3926720720401141,0.2817366232619132,"[3930, 8134, 9267, 840, 3014, 3594, 3466, 9057, 1854, 9016]"
157,0.7195688725987155,0.7166195490591201,0.7214107455208819,0.7185878381174254,"[10735, 9175, 6384, 9283, 3552, 569, 9365, 8006, 9618, 6651]"
158,0.6857537647733813,0.6730333146308884,0.685542122681099,0.6724633807528015,"[3653, 10212, 3193, 6834, 7427, 6029, 4608, 4600, 5188, 3434]"
159,0.6400890664088388,0.6265938015230854,0.6395747484450358,0.6252066830258676,"[9599, 6940, 9280, 9134, 10527, 1532, 9312, 2154, 9553, 11032]"
160,0.6434980354514126,0.6430801804930482,0.6442876555055699,0.6436117294672425,"[1075, 7712, 2153, 7028, 3647, 10199, 665, 10490, 7283, 5795]"
161,0.6393500121501355,0.6348628616429525,0.6410799252736077,0.6374229059585002,"[7151, 9233, 1618, 8537, 3499, 4608, 3756, 4009, 5435, 5295]"
162,0.6769760907021933,0.6735777904646997,0.677623429944336,0.6742556859618692,"[4406, 8736, 5447, 3758, 9175, 7456, 8602, 475, 2797, 542]"
163,0.7141990667825597,0.7117761209630279,0.7153056196268776,0.7130971488094606,"[2520, 4146, 10406, 3864, 1621, 8537, 7838, 7296, 3926, 5311]"
164,0.6391876244038937,0.6354728611255199,0.6399343562973336,0.636592789411701,"[152, 8498, 48, 315, 553, 51, 10412, 3567, 1963, 6365]"
165,0.593654873387553,0.5874354892018784,0.5938343496287238,0.5881310390182872,"[6202, 6798, 558, 9950, 10183, 4008, 2659, 2160, 3606, 6721]"
166,0.7087108153834594,0.696302352466259,0.7086068563441602,0.69558593864315,"[4683, 5837, 490, 6055, 10248, 8317, 4748, 3779, 6221, 4745]"
167,0.6318164215205587,0.629199185975025,0.6316565224892322,0.6293871069446692,"[3526, 5493, 2977, 9587, 6399, 9487, 4093, 6496, 11033, 10492]"
168,0.5671295377594845,0.551715222828967,0.5669974145244986,0.5515905763011251,"[4044, 6632, 4947, 1474, 1226, 2870, 4479, 10104, 9070, 326]"
169,0.569030688383149,0.5671847564768399,0.5720655807504389,0.5700807089213283,"[2541, 4790, 8212, 10102, 1379, 1230, 9365, 6454, 9283, 5899]"
170,0.6040689121049514,0.5966015534961724,0.6038952908916031,0.5965937289427091,"[10673, 10239, 9050, 1643, 10742, 3289, 4754, 4439, 10794, 2408]"
171,0.6482024597057505,0.636672831812708,0.6482414975920436,0.6358412418527478,"[8711, 4260, 5679, 5716, 9484, 1732, 4351, 4788, 5169, 2959]"
172,0.5077793240023846,0.5042575678041084,0.5073651961880954,0.5039356635715239,"[8208, 6805, 2360, 9215, 3485, 4528, 9713, 10026, 4961, 10622]"
173,0.6491572677451828,0.6349520001487017,0.6494230626898221,0.6352537362474893,"[7989, 5007, 3348, 7368, 10539, 8919, 8210, 2957, 3482, 4058]"
174,0.6412136547330352,0.6401502123336587,0.6418898215452087,0.6393532000071926,"[9213, 7294, 4307, 5003, 102, 8381, 5163, 10141, 10882, 985]"
